Accession	TF	Tissue	Cell	File	CellDeriv	IMPACT_new
GSM1003607	MYC	LUNG	A549	PRJNA63447_GSM1003607_MYC_peaks.narrowPeak	Lung	428
GSM1003609	JUN	BLOOD	K-562	PRJNA63447_GSM1003609_JUN_peaks.narrowPeak	Myeloid	429
GSM487425	JUN	BLOOD	K-562	PRJNA63447_GSM487425_JUN_peaks.narrowPeak	Myeloid	429
GSM935411	JUN	BLOOD	K-562	PRJNA63447_GSM935411_JUN_peaks.narrowPeak	Myeloid	429
GSM935467	JUN	BLOOD	K-562	PRJNA63447_GSM935467_JUN_peaks.narrowPeak	Myeloid	429
GSM935468	JUN	BLOOD	K-562	PRJNA63447_GSM935468_JUN_peaks.narrowPeak	Myeloid	429
GSM935521	JUN	BLOOD	K-562	PRJNA63447_GSM935521_JUN_peaks.narrowPeak	Myeloid	429
GSM935602	JUN	BLOOD	K-562	PRJNA63447_GSM935602_JUN_peaks.narrowPeak	Myeloid	429
GSM1003614	MXI1	FIBROBLAST	IMR-90	PRJNA63447_GSM1003614_MXI1_peaks.narrowPeak	Lung	430
GSM1003615	RFX5	FIBROBLAST	IMR-90	PRJNA63447_GSM1003615_RFX5_peaks.narrowPeak	Lung	431
GSM1003616	MAFK	BLOOD	GM12878	PRJNA63447_GSM1003616_MAFK_peaks.narrowPeak	B cell	432
GSM935652	MAFK	BLOOD	GM12878	PRJNA63447_GSM935652_MAFK_peaks.narrowPeak	B cell	432
GSM1003620	ELK1	BLOOD	K-562	PRJNA63447_GSM1003620_ELK1_peaks.narrowPeak	Myeloid	433
GSM1003622	CUX1	BLOOD	K-562	PRJNA63447_GSM1003622_CUX1_peaks.narrowPeak	Myeloid	434
GSM1003629	RFX5	NEURAL	SK-N-SH	PRJNA63447_GSM1003629_RFX5_peaks.narrowPeak	Brain	435
GSM1003630	NRF1	NEURAL	SK-N-SH	PRJNA63447_GSM1003630_NRF1_peaks.narrowPeak	Brain	436
GSM1003631	MXI1	NEURAL	SK-N-SH	PRJNA63447_GSM1003631_MXI1_peaks.narrowPeak	Brain	437
GSM1003632	JUND	NEURAL	SK-N-SH	PRJNA63447_GSM1003632_JUND_peaks.narrowPeak	Brain	438
GSM1010901	JUND	NEURAL	SK-N-SH	PRJNA63447_GSM1010901_JUND_peaks.narrowPeak	Brain	438
GSM1003633	CTCF	NEURAL	SK-N-SH	PRJNA63447_GSM1003633_CTCF_peaks.narrowPeak	Brain	439
GSM749667	CTCF	NEURAL	SK-N-SH	PRJNA63447_GSM749667_CTCF_peaks.narrowPeak	Brain	439
GSM749693	CTCF	NEURAL	SK-N-SH	PRJNA63447_GSM749693_CTCF_peaks.narrowPeak	Brain	439
GSM803333	CTCF	NEURAL	SK-N-SH	PRJNA63447_GSM803333_CTCF_peaks.narrowPeak	Brain	439
GSM1003634	JUND	BLOOD	GM12878	PRJNA63447_GSM1003634_JUND_peaks.narrowPeak	B cell	440
GSM754331	JUND	BLOOD	GM12878	PRJNA63447_GSM754331_JUND_peaks.narrowPeak	B cell	440
GSM935541	JUND	BLOOD	GM12878	PRJNA63447_GSM935541_JUND_peaks.narrowPeak	B cell	440
GSM1010719	CREB1	LUNG	A549	PRJNA63447_GSM1010719_CREB1_peaks.narrowPeak	Lung	441
GSM1010720	CREB1	LUNG	A549	PRJNA63447_GSM1010720_CREB1_peaks.narrowPeak	Lung	441
GSM1010726	CREB1	LUNG	A549	PRJNA63447_GSM1010726_CREB1_peaks.narrowPeak	Lung	441
GSM1010723	JUND	LUNG	A549	PRJNA63447_GSM1010723_JUND_peaks.narrowPeak	Lung	442
GSM1010724	FOXA2	LUNG	A549	PRJNA63447_GSM1010724_FOXA2_peaks.narrowPeak	Lung	443
GSM1010725	FOXA1	LUNG	A549	PRJNA63447_GSM1010725_FOXA1_peaks.narrowPeak	Lung	444
GSM1010826	FOXA1	LUNG	A549	PRJNA63447_GSM1010826_FOXA1_peaks.narrowPeak	Lung	444
GSM1010727	GATA3	LUNG	A549	PRJNA63447_GSM1010727_GATA3_peaks.narrowPeak	Lung	445
GSM1010728	MAX	LUNG	A549	PRJNA63447_GSM1010728_MAX_peaks.narrowPeak	Lung	446
GSM935298	MAX	LUNG	A549	PRJNA63447_GSM935298_MAX_peaks.narrowPeak	Lung	446
GSM1010730	EGR1	BLOOD	GM12878	PRJNA63447_GSM1010730_EGR1_peaks.narrowPeak	B cell	447
GSM803434	EGR1	BLOOD	GM12878	PRJNA63447_GSM803434_EGR1_peaks.narrowPeak	B cell	447
GSM1010735	REST	NEURAL	SK-N-SH	PRJNA63447_GSM1010735_REST_peaks.narrowPeak	Brain	448
GSM803335	REST	NEURAL	SK-N-SH	PRJNA63447_GSM803335_REST_peaks.narrowPeak	Brain	448
GSM1010738	GATA3	NEURAL	SK-N-SH	PRJNA63447_GSM1010738_GATA3_peaks.narrowPeak	Brain	449
GSM935567	GATA3	NEURAL	SK-N-SH	PRJNA63447_GSM935567_GATA3_peaks.narrowPeak	Brain	449
GSM1010739	GABPA	NEURAL	SK-N-SH	PRJNA63447_GSM1010739_GABPA_peaks.narrowPeak	Brain	450
GSM1010741	NFIC	LIVER	Hep G2	PRJNA63447_GSM1010741_NFIC_peaks.narrowPeak	Liver	451
GSM1010743	SP4	STEMCELL	hESC H1	PRJNA63447_GSM1010743_SP4_peaks.narrowPeak	Stem cell	452
GSM1010748	FOSL2	LUNG	A549	PRJNA63447_GSM1010748_FOSL2_peaks.narrowPeak	Lung	453
GSM1010749	REST	LUNG	A549	PRJNA63447_GSM1010749_REST_peaks.narrowPeak	Lung	454
GSM1010751	ELF1	NEURAL	SK-N-SH	PRJNA63447_GSM1010751_ELF1_peaks.narrowPeak	Brain	455
GSM1010754	REST	BLOOD	HL-60	PRJNA63447_GSM1010754_REST_peaks.narrowPeak	Myeloid	456
GSM1010755	PBX3	LUNG	A549	PRJNA63447_GSM1010755_PBX3_peaks.narrowPeak	Lung	457
GSM1010756	FOSL1	GI	HCT 116	PRJNA63447_GSM1010756_FOSL1_peaks.narrowPeak	Colon	458
GSM1010757	ATF3	GI	HCT 116	PRJNA63447_GSM1010757_ATF3_peaks.narrowPeak	Colon	459
GSM1010760	CREB1	BLOOD	GM12878	PRJNA63447_GSM1010760_CREB1_peaks.narrowPeak	B cell	460
GSM1010764	ELF1	BREAST	MCF-7	PRJNA63447_GSM1010764_ELF1_peaks.narrowPeak	Breast	461
GSM1010765	ELF1	GI	HCT 116	PRJNA63447_GSM1010765_ELF1_peaks.narrowPeak	Colon	462
GSM1010766	E2F6	LUNG	A549	PRJNA63447_GSM1010766_E2F6_peaks.narrowPeak	Lung	463
GSM1010767	RXRA	NEURAL	SK-N-SH	PRJNA63447_GSM1010767_RXRA_peaks.narrowPeak	Brain	464
GSM1010768	FOSL2	BREAST	MCF-7	PRJNA63447_GSM1010768_FOSL2_peaks.narrowPeak	Breast	465
GSM1010772	TEAD4	GI	HCT 116	PRJNA63447_GSM1010772_TEAD4_peaks.narrowPeak	Colon	466
GSM1010776	SP2	STEMCELL	hESC H1	PRJNA63447_GSM1010776_SP2_peaks.narrowPeak	Stem cell	467
GSM1010777	CEBPD	LIVER	Hep G2	PRJNA63447_GSM1010777_CEBPD_peaks.narrowPeak	Liver	468
GSM1010778	CEBPB	LIVER	Hep G2	PRJNA63447_GSM1010778_CEBPB_peaks.narrowPeak	Liver	469
GSM935493	CEBPB	LIVER	Hep G2	PRJNA63447_GSM935493_CEBPB_peaks.narrowPeak	Liver	469
GSM935622	CEBPB	LIVER	Hep G2	PRJNA63447_GSM935622_CEBPB_peaks.narrowPeak	Liver	469
GSM1010784	REST	LIVER	Hep G2	PRJNA63447_GSM1010784_REST_peaks.narrowPeak	Liver	470
GSM803344	REST	LIVER	Hep G2	PRJNA63447_GSM803344_REST_peaks.narrowPeak	Liver	470
GSM1010787	SP2	LIVER	Hep G2	PRJNA63447_GSM1010787_SP2_peaks.narrowPeak	Liver	471
GSM1010789	ATF3	LUNG	A549	PRJNA63447_GSM1010789_ATF3_peaks.narrowPeak	Lung	472
GSM1010790	ELF1	LUNG	A549	PRJNA63447_GSM1010790_ELF1_peaks.narrowPeak	Lung	473
GSM1010792	REST	PANCREAS	PANC-1	PRJNA63447_GSM1010792_REST_peaks.narrowPeak	Pancreas	474
GSM1010859	REST	PANCREAS	PANC-1	PRJNA63447_GSM1010859_REST_peaks.narrowPeak	Pancreas	474
GSM803370	REST	PANCREAS	PANC-1	PRJNA63447_GSM803370_REST_peaks.narrowPeak	Pancreas	474
GSM1010806	USF1	NEURAL	SK-N-SH	PRJNA63447_GSM1010806_USF1_peaks.narrowPeak	Brain	475
GSM803472	USF1	NEURAL	SK-N-SH	PRJNA63447_GSM803472_USF1_peaks.narrowPeak	Brain	475
GSM1010808	CREB1	LIVER	Hep G2	PRJNA63447_GSM1010808_CREB1_peaks.narrowPeak	Liver	476
GSM1010809	ZEB1	LIVER	Hep G2	PRJNA63447_GSM1010809_ZEB1_peaks.narrowPeak	Liver	477
GSM1010813	SP1	LUNG	A549	PRJNA63447_GSM1010813_SP1_peaks.narrowPeak	Lung	478
GSM1010822	GABPA	BLOOD	HL-60	PRJNA63447_GSM1010822_GABPA_peaks.narrowPeak	Myeloid	479
GSM1010828	USF1	LUNG	A549	PRJNA63447_GSM1010828_USF1_peaks.narrowPeak	Lung	480
GSM803429	USF1	LUNG	A549	PRJNA63447_GSM803429_USF1_peaks.narrowPeak	Lung	480
GSM803457	USF1	LUNG	A549	PRJNA63447_GSM803457_USF1_peaks.narrowPeak	Lung	480
GSM1010829	ETS1	LUNG	A549	PRJNA63447_GSM1010829_ETS1_peaks.narrowPeak	Lung	481
GSM1010833	GABPA	LUNG	A549	PRJNA63447_GSM1010833_GABPA_peaks.narrowPeak	Lung	482
GSM1010834	MEF2A	NEURAL	SK-N-SH	PRJNA63447_GSM1010834_MEF2A_peaks.narrowPeak	Brain	483
GSM1010835	MAX	NEURAL	SK-N-SH	PRJNA63447_GSM1010835_MAX_peaks.narrowPeak	Brain	484
GSM1010836	USF1	GI	HCT 116	PRJNA63447_GSM1010836_USF1_peaks.narrowPeak	Colon	485
GSM1010839	SRF	BREAST	MCF-7	PRJNA63447_GSM1010839_SRF_peaks.narrowPeak	Breast	486
GSM1010840	FOSL2	NEURAL	SK-N-SH	PRJNA63447_GSM1010840_FOSL2_peaks.narrowPeak	Brain	487
GSM1010843	SPI1	BLOOD	HL-60	PRJNA63447_GSM1010843_SPI1_peaks.narrowPeak	Myeloid	488
GSM1010844	EGR1	BREAST	MCF-7	PRJNA63447_GSM1010844_EGR1_peaks.narrowPeak	Breast	489
GSM1010845	TEAD4	STEMCELL	hESC H1	PRJNA63447_GSM1010845_TEAD4_peaks.narrowPeak	Stem cell	490
GSM1010846	EGR1	GI	HCT 116	PRJNA63447_GSM1010846_EGR1_peaks.narrowPeak	Colon	491
GSM1010847	JUND	GI	HCT 116	PRJNA63447_GSM1010847_JUND_peaks.narrowPeak	Colon	492
GSM1010850	CEBPB	BLOOD	GM12878	PRJNA63447_GSM1010850_CEBPB_peaks.narrowPeak	B cell	493
GSM1010851	SRF	GI	HCT 116	PRJNA63447_GSM1010851_SRF_peaks.narrowPeak	Colon	494
GSM1010852	CEBPB	GI	HCT 116	PRJNA63447_GSM1010852_CEBPB_peaks.narrowPeak	Colon	495
GSM1010858	TEAD4	NEURAL	SK-N-SH	PRJNA63447_GSM1010858_TEAD4_peaks.narrowPeak	Brain	496
GSM1010860	TEAD4	BREAST	MCF-7	PRJNA63447_GSM1010860_TEAD4_peaks.narrowPeak	Breast	497
GSM1010863	MAX	BREAST	MCF-7	PRJNA63447_GSM1010863_MAX_peaks.narrowPeak	Breast	498
GSM1010864	GABPA	BREAST	MCF-7	PRJNA63447_GSM1010864_GABPA_peaks.narrowPeak	Breast	499
GSM1010865	MAX	LIVER	Hep G2	PRJNA63447_GSM1010865_MAX_peaks.narrowPeak	Liver	500
GSM935406	MAX	LIVER	Hep G2	PRJNA63447_GSM935406_MAX_peaks.narrowPeak	Liver	500
GSM1010868	TEAD4	LUNG	A549	PRJNA63447_GSM1010868_TEAD4_peaks.narrowPeak	Lung	501
GSM1010869	REST	GI	HCT 116	PRJNA63447_GSM1010869_REST_peaks.narrowPeak	Colon	502
GSM1010871	CEBPB	LUNG	A549	PRJNA63447_GSM1010871_CEBPB_peaks.narrowPeak	Lung	503
GSM935630	CEBPB	LUNG	A549	PRJNA63447_GSM935630_CEBPB_peaks.narrowPeak	Lung	503
GSM1010875	TEAD4	LIVER	Hep G2	PRJNA63447_GSM1010875_TEAD4_peaks.narrowPeak	Liver	504
GSM1010878	CEBPB	BLOOD	K-562	PRJNA63447_GSM1010878_CEBPB_peaks.narrowPeak	Myeloid	505
GSM935499	CEBPB	BLOOD	K-562	PRJNA63447_GSM935499_CEBPB_peaks.narrowPeak	Myeloid	505
GSM1010880	NFIC	NEURAL	SK-N-SH	PRJNA63447_GSM1010880_NFIC_peaks.narrowPeak	Brain	506
GSM1010881	NFIC	BLOOD	GM12878	PRJNA63447_GSM1010881_NFIC_peaks.narrowPeak	B cell	507
GSM1010887	PBX3	NEURAL	SK-N-SH	PRJNA63447_GSM1010887_PBX3_peaks.narrowPeak	Brain	508
GSM1010889	CEBPB	BREAST	MCF-7	PRJNA63447_GSM1010889_CEBPB_peaks.narrowPeak	Breast	509
GSM1010890	CREB1	BLOOD	K-562	PRJNA63447_GSM1010890_CREB1_peaks.narrowPeak	Myeloid	510
GSM1010891	REST	BREAST	MCF-7	PRJNA63447_GSM1010891_REST_peaks.narrowPeak	Breast	511
GSM1010892	JUND	BREAST	MCF-7	PRJNA63447_GSM1010892_JUND_peaks.narrowPeak	Breast	512
GSM1010893	RUNX3	BLOOD	GM12878	PRJNA63447_GSM1010893_RUNX3_peaks.narrowPeak	B cell	513
GSM1010895	TEAD4	BLOOD	K-562	PRJNA63447_GSM1010895_TEAD4_peaks.narrowPeak	Myeloid	514
GSM1010896	CREB1	STEMCELL	hESC H1	PRJNA63447_GSM1010896_CREB1_peaks.narrowPeak	Stem cell	515
GSM1010898	MAX	STEMCELL	hESC H1	PRJNA63447_GSM1010898_MAX_peaks.narrowPeak	Stem cell	516
GSM935348	MAX	STEMCELL	hESC H1	PRJNA63447_GSM935348_MAX_peaks.narrowPeak	Stem cell	516
GSM1010899	E2F6	STEMCELL	hESC H1	PRJNA63447_GSM1010899_E2F6_peaks.narrowPeak	Stem cell	517
GSM1010902	SP1	GI	HCT 116	PRJNA63447_GSM1010902_SP1_peaks.narrowPeak	Colon	518
GSM1010903	CTCF	GI	HCT 116	PRJNA63447_GSM1010903_CTCF_peaks.narrowPeak	Colon	519
GSM1022651	CTCF	GI	HCT 116	PRJNA63447_GSM1022651_CTCF_peaks.narrowPeak	Colon	519
GSM1022652	CTCF	GI	HCT 116	PRJNA63447_GSM1022652_CTCF_peaks.narrowPeak	Colon	519
GSM1010904	MAX	GI	HCT 116	PRJNA63447_GSM1010904_MAX_peaks.narrowPeak	Colon	520
GSM1010906	CEBPD	BLOOD	K-562	PRJNA63447_GSM1010906_CEBPD_peaks.narrowPeak	Myeloid	521
GSM1022628	CTCF	FIBROBLAST	HVMF	PRJNA63447_GSM1022628_CTCF_peaks.narrowPeak	Fibroblast	522
GSM1022630	CTCF	FIBROBLAST	HVMF	PRJNA63447_GSM1022630_CTCF_peaks.narrowPeak	Fibroblast	522
GSM1022629	CTCF	BLOOD	GM12873	PRJNA63447_GSM1022629_CTCF_peaks.narrowPeak	B cell	523
GSM749686	CTCF	BLOOD	GM12873	PRJNA63447_GSM749686_CTCF_peaks.narrowPeak	B cell	523
GSM749730	CTCF	BLOOD	GM12873	PRJNA63447_GSM749730_CTCF_peaks.narrowPeak	B cell	523
GSM1022633	CTCF	BLOOD	GM12872	PRJNA63447_GSM1022633_CTCF_peaks.narrowPeak	B cell	524
GSM749692	CTCF	BLOOD	GM12872	PRJNA63447_GSM749692_CTCF_peaks.narrowPeak	B cell	524
GSM749694	CTCF	BLOOD	GM12872	PRJNA63447_GSM749694_CTCF_peaks.narrowPeak	B cell	524
GSM1022635	CTCF	FIBROBLAST	AG04450	PRJNA63447_GSM1022635_CTCF_peaks.narrowPeak	Lung	525
GSM749769	CTCF	FIBROBLAST	AG04450	PRJNA63447_GSM749769_CTCF_peaks.narrowPeak	Lung	525
GSM1022636	CTCF	BLOOD	GM12865	PRJNA63447_GSM1022636_CTCF_peaks.narrowPeak	B cell	526
GSM749725	CTCF	BLOOD	GM12865	PRJNA63447_GSM749725_CTCF_peaks.narrowPeak	B cell	526
GSM749740	CTCF	BLOOD	GM12865	PRJNA63447_GSM749740_CTCF_peaks.narrowPeak	B cell	526
GSM1022643	CTCF	BLOOD	NB-4	PRJNA63447_GSM1022643_CTCF_peaks.narrowPeak	B cell	527
GSM1022644	CTCF	FIBROBLAST	HFF	PRJNA63447_GSM1022644_CTCF_peaks.narrowPeak	Fibroblast	528
GSM1022650	CTCF	NEURAL	BE(2)-C	PRJNA63447_GSM1022650_CTCF_peaks.narrowPeak	Brain	529
GSM1022653	CTCF	NEURAL	BE(2)-C	PRJNA63447_GSM1022653_CTCF_peaks.narrowPeak	Brain	529
GSM1022657	CTCF	HEART	HCM	PRJNA63447_GSM1022657_CTCF_peaks.narrowPeak	Cardiac Myocyte	530
GSM1022677	CTCF	HEART	HCM	PRJNA63447_GSM1022677_CTCF_peaks.narrowPeak	Cardiac Myocyte	530
GSM1022661	CTCF	NEURAL	HAc	PRJNA63447_GSM1022661_CTCF_peaks.narrowPeak	Astrocytes-cerebellar	531
GSM1022662	CTCF	NEURAL	HAc	PRJNA63447_GSM1022662_CTCF_peaks.narrowPeak	Astrocytes-cerebellar	531
GSM1022664	CTCF	BLOOD	GM12864	PRJNA63447_GSM1022664_CTCF_peaks.narrowPeak	B cell	532
GSM749676	CTCF	BLOOD	GM12864	PRJNA63447_GSM749676_CTCF_peaks.narrowPeak	B cell	532
GSM749762	CTCF	BLOOD	GM12864	PRJNA63447_GSM749762_CTCF_peaks.narrowPeak	B cell	532
GSM1022666	CTCF	KIDNEY	RPTEC	PRJNA63447_GSM1022666_CTCF_peaks.narrowPeak	Kidney Tubule Epithelium	533
GSM1022667	CTCF	KIDNEY	RPTEC	PRJNA63447_GSM1022667_CTCF_peaks.narrowPeak	Kidney Tubule Epithelium	533
GSM1022668	CTCF	NEURAL	HA-sp	PRJNA63447_GSM1022668_CTCF_peaks.narrowPeak	Brain	534
GSM749696	CTCF	NEURAL	HA-sp	PRJNA63447_GSM749696_CTCF_peaks.narrowPeak	Brain	534
GSM1022669	CTCF	FIBROBLAST	HFF-Myc	PRJNA63447_GSM1022669_CTCF_peaks.narrowPeak	Fibroblast	535
GSM1022671	CTCF	FIBROBLAST	HFF-Myc	PRJNA63447_GSM1022671_CTCF_peaks.narrowPeak	Fibroblast	535
GSM1022675	CTCF	FIBROBLAST	NHDF-neo	PRJNA63447_GSM1022675_CTCF_peaks.narrowPeak	Fibroblast	536
GSM1022676	CTCF	FIBROBLAST	NHDF-neo	PRJNA63447_GSM1022676_CTCF_peaks.narrowPeak	Fibroblast	536
GSM608153	NR2C2	BLOOD	K-562	PRJNA63447_GSM608153_NR2C2_peaks.narrowPeak	Myeloid	537
GSM608154	NR2C2	BLOOD	K-562	PRJNA63447_GSM608154_NR2C2_peaks.narrowPeak	Myeloid	537
GSM935374	NR2C2	BLOOD	K-562	PRJNA63447_GSM935374_NR2C2_peaks.narrowPeak	Myeloid	537
GSM608155	NR2C2	LIVER	Hep G2	PRJNA63447_GSM608155_NR2C2_peaks.narrowPeak	Liver	538
GSM608156	NR2C2	LIVER	Hep G2	PRJNA63447_GSM608156_NR2C2_peaks.narrowPeak	Liver	538
GSM935596	NR2C2	LIVER	Hep G2	PRJNA63447_GSM935596_NR2C2_peaks.narrowPeak	Liver	538
GSM608157	NR2C2	BLOOD	GM12878	PRJNA63447_GSM608157_NR2C2_peaks.narrowPeak	B cell	539
GSM608158	NR2C2	BLOOD	GM12878	PRJNA63447_GSM608158_NR2C2_peaks.narrowPeak	B cell	539
GSM935480	NR2C2	BLOOD	GM12878	PRJNA63447_GSM935480_NR2C2_peaks.narrowPeak	B cell	539
GSM608161	ELK4	CERVIX	HeLa	PRJNA63447_GSM608161_ELK4_peaks.narrowPeak	Cervix	540
GSM608162	ELK4	CERVIX	HeLa	PRJNA63447_GSM608162_ELK4_peaks.narrowPeak	Cervix	540
GSM935351	ELK4	CERVIX	HeLa	PRJNA63447_GSM935351_ELK4_peaks.narrowPeak	Cervix	540
GSM608163	ELK1	CERVIX	HeLa	PRJNA63447_GSM608163_ELK1_peaks.narrowPeak	Cervix	541
GSM935326	ELK1	CERVIX	HeLa	PRJNA63447_GSM935326_ELK1_peaks.narrowPeak	Cervix	541
GSM730701	GATA2	VASCULAR	HUVEC	PRJNA63447_GSM730701_GATA2_peaks.narrowPeak	Endothelial	542
GSM730702	GATA2	VASCULAR	HUVEC	PRJNA63447_GSM730702_GATA2_peaks.narrowPeak	Endothelial	542
GSM935347	GATA2	VASCULAR	HUVEC	PRJNA63447_GSM935347_GATA2_peaks.narrowPeak	Endothelial	542
GSM730703	FOS	VASCULAR	HUVEC	PRJNA63447_GSM730703_FOS_peaks.narrowPeak	Endothelial	543
GSM730704	FOS	VASCULAR	HUVEC	PRJNA63447_GSM730704_FOS_peaks.narrowPeak	Endothelial	543
GSM935585	FOS	VASCULAR	HUVEC	PRJNA63447_GSM935585_FOS_peaks.narrowPeak	Endothelial	543
GSM748557	MYC	SKIN	NHEK	PRJNA63447_GSM748557_MYC_peaks.narrowPeak	Keratinocyte	544
GSM749665	CTCF	FIBROBLAST	HMF	PRJNA63447_GSM749665_CTCF_peaks.narrowPeak	Fibroblast	545
GSM749675	CTCF	FIBROBLAST	HMF	PRJNA63447_GSM749675_CTCF_peaks.narrowPeak	Fibroblast	545
GSM749666	CTCF	FIBROBLAST	AoAF	PRJNA63447_GSM749666_CTCF_peaks.narrowPeak	Fibroblast	546
GSM749736	CTCF	FIBROBLAST	AoAF	PRJNA63447_GSM749736_CTCF_peaks.narrowPeak	Fibroblast	546
GSM749668	CTCF	KIDNEY	HEK293	PRJNA63447_GSM749668_CTCF_peaks.narrowPeak	Embryonic Kidney	547
GSM749687	CTCF	KIDNEY	HEK293	PRJNA63447_GSM749687_CTCF_peaks.narrowPeak	Embryonic Kidney	547
GSM749670	CTCF	BLOOD	GM12875	PRJNA63447_GSM749670_CTCF_peaks.narrowPeak	B cell	548
GSM749764	CTCF	BLOOD	GM12875	PRJNA63447_GSM749764_CTCF_peaks.narrowPeak	B cell	548
GSM749677	CTCF	FIBROBLAST	BJ	PRJNA63447_GSM749677_CTCF_peaks.narrowPeak	Fibroblast	549
GSM749752	CTCF	FIBROBLAST	BJ	PRJNA63447_GSM749752_CTCF_peaks.narrowPeak	Fibroblast	549
GSM749678	CTCF	FIBROBLAST	AG04449	PRJNA63447_GSM749678_CTCF_peaks.narrowPeak	Fibroblast	550
GSM749695	CTCF	FIBROBLAST	AG04449	PRJNA63447_GSM749695_CTCF_peaks.narrowPeak	Fibroblast	550
GSM749679	CTCF	EYE	WERI-Rb-1	PRJNA63447_GSM749679_CTCF_peaks.narrowPeak	Retina	551
GSM749768	CTCF	EYE	WERI-Rb-1	PRJNA63447_GSM749768_CTCF_peaks.narrowPeak	Retina	551
GSM749680	CTCF	FIBROBLAST	AG09309	PRJNA63447_GSM749680_CTCF_peaks.narrowPeak	Fibroblast	552
GSM749750	CTCF	FIBROBLAST	AG09309	PRJNA63447_GSM749750_CTCF_peaks.narrowPeak	Fibroblast	552
GSM749681	CTCF	FIBROBLAST	HPAF	PRJNA63447_GSM749681_CTCF_peaks.narrowPeak	Pancreas	553
GSM749751	CTCF	FIBROBLAST	HPAF	PRJNA63447_GSM749751_CTCF_peaks.narrowPeak	Pancreas	553
GSM749684	CTCF	LUNG	SAEC	PRJNA63447_GSM749684_CTCF_peaks.narrowPeak	Lung	554
GSM749779	CTCF	LUNG	SAEC	PRJNA63447_GSM749779_CTCF_peaks.narrowPeak	Lung	554
GSM749688	CTCF	BLOOD	HL-60	PRJNA63447_GSM749688_CTCF_peaks.narrowPeak	Myeloid	555
GSM749689	CTCF	GI	Caco-2	PRJNA63447_GSM749689_CTCF_peaks.narrowPeak	Colon	556
GSM749748	CTCF	GI	Caco-2	PRJNA63447_GSM749748_CTCF_peaks.narrowPeak	Colon	556
GSM749699	CTCF	FIBROBLAST	HPF	PRJNA63447_GSM749699_CTCF_peaks.narrowPeak	Lung	557
GSM749717	CTCF	FIBROBLAST	HPF	PRJNA63447_GSM749717_CTCF_peaks.narrowPeak	Lung	557
GSM749705	CTCF	BLOOD	GM06990	PRJNA63447_GSM749705_CTCF_peaks.narrowPeak	B cell	558
GSM749708	CTCF	BLOOD	GM06990	PRJNA63447_GSM749708_CTCF_peaks.narrowPeak	B cell	558
GSM749710	CTCF	VASCULAR	HBMEC	PRJNA63447_GSM749710_CTCF_peaks.narrowPeak	Brain	559
GSM749743	CTCF	VASCULAR	HBMEC	PRJNA63447_GSM749743_CTCF_peaks.narrowPeak	Brain	559
GSM749711	CTCF	BLOOD	GM12801	PRJNA63447_GSM749711_CTCF_peaks.narrowPeak	B cell	560
GSM749712	CTCF	GI	HEEpiC	PRJNA63447_GSM749712_CTCF_peaks.narrowPeak	Esophagus	561
GSM749726	CTCF	GI	HEEpiC	PRJNA63447_GSM749726_CTCF_peaks.narrowPeak	Esophagus	561
GSM749714	CTCF	FIBROBLAST	AG10803	PRJNA63447_GSM749714_CTCF_peaks.narrowPeak	Fibroblast	562
GSM749759	CTCF	FIBROBLAST	AG10803	PRJNA63447_GSM749759_CTCF_peaks.narrowPeak	Fibroblast	562
GSM749723	CTCF	FIBROBLAST	AG09319	PRJNA63447_GSM749723_CTCF_peaks.narrowPeak	Fibroblast	563
GSM749728	CTCF	FIBROBLAST	AG09319	PRJNA63447_GSM749728_CTCF_peaks.narrowPeak	Fibroblast	563
GSM749727	CTCF	KIDNEY	HRE	PRJNA63447_GSM749727_CTCF_peaks.narrowPeak	Kidney Renal Epithelium	564
GSM749737	CTCF	KIDNEY	HRE	PRJNA63447_GSM749737_CTCF_peaks.narrowPeak	Kidney Renal Epithelium	564
GSM749732	CTCF	FIBROBLAST	HCFaa	PRJNA63447_GSM749732_CTCF_peaks.narrowPeak	Cardiac Fibroblast	565
GSM749735	CTCF	NEURAL	HCPEpiC	PRJNA63447_GSM749735_CTCF_peaks.narrowPeak	Brain	566
GSM749745	CTCF	NEURAL	HCPEpiC	PRJNA63447_GSM749745_CTCF_peaks.narrowPeak	Brain	566
GSM749741	CTCF	BLOOD	GM12874	PRJNA63447_GSM749741_CTCF_peaks.narrowPeak	B cell	567
GSM749757	CTCF	BLOOD	GM12874	PRJNA63447_GSM749757_CTCF_peaks.narrowPeak	B cell	567
GSM754332	FOS	BLOOD	GM12878	PRJNA63447_GSM754332_FOS_peaks.narrowPeak	B cell	568
GSM935409	FOS	BLOOD	GM12878	PRJNA63447_GSM935409_FOS_peaks.narrowPeak	B cell	568
GSM754333	MAX	BLOOD	GM12878	PRJNA63447_GSM754333_MAX_peaks.narrowPeak	B cell	569
GSM935518	MAX	BLOOD	GM12878	PRJNA63447_GSM935518_MAX_peaks.narrowPeak	B cell	569
GSM777637	NR4A1	BLOOD	K-562	PRJNA63447_GSM777637_NR4A1_peaks.narrowPeak	Myeloid	570
GSM777638	JUNB	BLOOD	K-562	PRJNA63447_GSM777638_JUNB_peaks.narrowPeak	Myeloid	571
GSM777639	JUND	BLOOD	K-562	PRJNA63447_GSM777639_JUND_peaks.narrowPeak	Myeloid	572
